transaction_id,store_id,employee_id,customer_id,plan_id,transaction_date,transaction_type,status,amount
8227,2,4,248,,2026-06-09,Accessory Sale,Completed,116.82
8228,14,38,51,2,2025-01-23,Bill Payment,Refunded,-40.0
8229,8,,2105,4,2025-08-18,Bill Payment,Completed,55.0
8230,12,31,316,1,2026-05-12,Bill Payment,Completed,30.0
8231,3,6,2209,2,2025-01-17,Bill Payment,Completed,40.0
8232,2,4,1999,5,2026-02-01,New Activation,Completed,73.6
8233,12,31,1797,4,2026-06-23,Upgrade,Completed,86.29
8234,1,2,645,2,2025-03-23,Bill Payment,Completed,40.0
8235,3,7,1576,4,2025-05-29,Bill Payment,Voided,0.0
8236,10,,1157,5,2025-05-17,Bill Payment,Completed,60.0
8237,12,31,1051,4,2026-03-04,Upgrade,Completed,107.15
8238,3,8,1431,2,2025-07-03,Bill Payment,Refunded,-40.0
8239,15,41,629,2,2025-04-22,Upgrade,Voided,0.0
8240,8,17,1744,,2025-06-15,Accessory Sale,Completed,140.79
8241,3,6,1106,6,2025-07-05,Bill Payment,Completed,65.0
8242,3,6,1919,,2025-12-05,Accessory Sale,Completed,123.58
8243,8,18,1772,3,2025-11-25,Upgrade,Completed,94.85
8244,3,8,2000,6,2025-09-04,Bill Payment,Voided,0.0
8245,16,,2326,1,2026-05-18,Bill Payment,Completed,30.0
8246,18,50,225,,2025-07-25,Accessory Sale,Voided,0.0
8247,4,9,1291,6,2025-09-21,Bill Payment,Completed,65.0
8248,11,30,1540,2,2025-07-08,Bill Payment,Completed,40.0
8249,11,30,2535,4,2025-07-03,Bill Payment,Completed,55.0
8250,12,31,1936,,2025-08-24,Accessory Sale,Voided,0.0
8251,18,49,1973,4,2025-06-10,Bill Payment,Completed,55.0
8252,18,49,1283,5,2025-12-18,Bill Payment,Completed,60.0
8253,14,37,1015,5,2025-11-20,Bill Payment,Completed,60.0
8254,18,49,2240,2,2025-02-08,New Activation,Completed,45.08
8255,6,14,385,6,2026-05-11,Bill Payment,Refunded,-65.0
8256,6,14,162,5,2026-04-17,Bill Payment,Completed,60.0
8257,6,14,344,4,2025-04-10,Bill Payment,Completed,55.0
8258,2,3,853,6,2025-10-29,Bill Payment,Completed,65.0
8259,16,43,265,,2025-06-08,Accessory Sale,Completed,128.2
8260,12,32,176,3,2026-03-15,New Activation,Completed,56.99
8261,12,32,2361,1,2026-06-15,Bill Payment,Refunded,-30.0
8262,7,15,194,1,2025-08-19,Bill Payment,Completed,30.0
8263,14,37,375,2,2025-09-10,Bill Payment,Completed,40.0
8264,6,14,1858,,2025-11-07,Accessory Sale,Completed,57.39
8265,15,41,1081,6,2026-03-11,Bill Payment,Completed,65.0
8266,2,4,371,2,2026-05-02,Bill Payment,Completed,40.0
8267,7,15,664,5,2025-12-19,Plan Change,Completed,2.11
8268,14,36,2262,2,2025-06-15,Upgrade,Completed,77.03
8269,4,9,1973,4,2025-05-25,Bill Payment,Completed,55.0
8270,5,12,692,,2026-03-24,Accessory Sale,Completed,32.07
8271,5,11,2273,2,2025-12-09,Bill Payment,Completed,40.0
8272,8,19,1387,3,2025-11-20,Bill Payment,Refunded,-45.0
8273,11,30,1840,5,2026-01-31,Bill Payment,Completed,60.0
8274,5,12,515,2,2026-05-10,Plan Change,Refunded,-3.08
8275,9,21,1545,1,2025-04-16,Bill Payment,Completed,30.0
8276,18,49,1195,4,2025-05-26,Bill Payment,Completed,55.0
8277,7,15,1399,3,2026-01-15,Bill Payment,Completed,45.0
8278,7,16,233,4,2026-06-29,Bill Payment,Completed,55.0
8279,13,34,1064,4,2026-06-02,Plan Change,Completed,3.29
8280,18,50,2446,,2025-04-11,Accessory Sale,Completed,105.04
8281,11,30,446,3,2025-07-19,Bill Payment,Completed,45.0
8282,7,15,2460,,2025-12-22,Accessory Sale,Completed,54.68
8283,10,26,577,4,2025-03-20,Bill Payment,Completed,55.0
8284,6,14,2128,3,2025-07-11,Bill Payment,Refunded,-45.0
8285,14,,1610,6,2025-09-30,Bill Payment,Completed,65.0
8286,8,19,1437,3,2026-02-17,Bill Payment,Completed,45.0
8287,15,42,1919,4,2025-05-28,Bill Payment,Refunded,-55.0
8288,9,23,1348,,2025-11-15,Accessory Sale,Completed,35.23
8289,5,12,961,2,2026-04-12,Bill Payment,Completed,40.0
8290,2,4,1716,1,2025-01-27,Bill Payment,Completed,30.0
8291,6,13,1379,2,2025-02-03,Bill Payment,Completed,40.0
8292,6,14,897,5,2025-02-28,Bill Payment,Completed,60.0
8293,18,50,1663,3,2026-05-13,Bill Payment,Completed,45.0
8294,2,5,1652,1,2025-08-28,Bill Payment,Completed,30.0
8295,1,2,1070,5,2025-10-29,Bill Payment,Completed,60.0
8296,17,48,276,4,2025-05-04,Bill Payment,Completed,55.0
8297,8,19,1151,6,2025-09-17,New Activation,Completed,78.53
8298,18,50,1533,4,2025-12-18,Bill Payment,Completed,55.0
8299,17,48,324,5,2025-01-14,New Activation,Completed,65.21
8300,5,12,1802,6,2025-06-12,Bill Payment,Completed,65.0
8301,12,,151,,2025-11-26,Accessory Sale,Completed,23.14
8302,14,37,1136,,2025-10-05,Accessory Sale,Completed,89.33
8303,16,46,1499,5,2025-04-07,Bill Payment,Completed,60.0
8304,16,46,638,,2025-02-08,Accessory Sale,Completed,146.6
8305,13,34,2206,6,2025-10-02,Bill Payment,Completed,65.0
8306,6,13,456,2,2025-12-23,Bill Payment,Completed,40.0
8307,5,,407,5,2025-12-29,Bill Payment,Completed,60.0
8308,14,38,2370,4,2026-02-19,Bill Payment,Voided,0.0
8309,18,50,803,6,2026-06-19,Bill Payment,Completed,65.0
8310,17,48,1785,,2026-04-05,Accessory Sale,Completed,28.83
8311,5,11,1062,4,2025-11-28,Bill Payment,Completed,55.0
8312,9,23,1368,,2025-11-25,Accessory Sale,Completed,104.46
8313,11,27,1935,5,2026-01-30,Bill Payment,Completed,60.0
8314,9,21,2336,1,2025-05-20,Bill Payment,Completed,30.0
8315,13,33,1650,6,2026-01-04,New Activation,Voided,0.0
8316,6,14,913,3,2026-03-31,Bill Payment,Completed,45.0
8317,8,18,1035,1,2026-02-24,New Activation,Completed,38.96
8318,14,35,1707,,2026-06-30,Accessory Sale,Completed,123.09
8319,18,50,800,1,2025-12-17,Bill Payment,Voided,0.0
8320,13,34,1001,6,2026-01-11,Bill Payment,Completed,65.0
8321,9,21,110,6,2026-02-05,Bill Payment,Completed,65.0
8322,5,11,2033,5,2026-02-13,Bill Payment,Completed,60.0
8323,3,6,371,,2025-08-21,Accessory Sale,Voided,0.0
8324,11,29,500,,2026-05-21,Accessory Sale,Completed,137.77
8325,12,32,2571,3,2025-09-29,Plan Change,Refunded,-1.77
8326,15,39,2195,3,2026-05-25,Bill Payment,Completed,45.0
8327,14,36,1097,5,2025-07-22,Bill Payment,Completed,60.0
8328,16,43,291,3,2025-11-18,Upgrade,Completed,94.12
8329,3,7,1927,3,2025-01-19,Bill Payment,Completed,45.0
8330,18,49,1112,6,2026-06-12,Bill Payment,Completed,65.0
8331,10,24,1010,1,2026-04-13,Bill Payment,Completed,30.0
8332,9,20,2041,,2025-08-02,Accessory Sale,Completed,32.41
8333,17,48,1184,4,2025-08-16,Bill Payment,Completed,55.0
8334,3,6,447,3,2026-03-14,Bill Payment,Completed,45.0
8335,18,50,2361,,2025-08-06,Accessory Sale,Voided,0.0
8336,14,35,2371,1,2025-07-29,Bill Payment,Completed,30.0
8337,13,,1752,5,2025-10-29,Bill Payment,Completed,60.0
8338,11,30,2058,6,2025-01-04,Plan Change,Completed,0.8
8339,5,12,1309,6,2026-01-09,Bill Payment,Completed,65.0
8340,14,37,655,3,2026-06-14,Bill Payment,Completed,45.0
8341,18,50,2477,,2025-06-26,Accessory Sale,Completed,119.09
8342,12,32,1572,1,2025-05-30,Bill Payment,Completed,30.0
8343,14,35,2349,1,2025-06-16,Plan Change,Completed,5.55
8344,5,12,2247,4,2026-02-16,Bill Payment,Completed,55.0
8345,2,,1241,6,2025-03-06,New Activation,Refunded,-78.54
8346,9,23,875,,2025-10-24,Accessory Sale,Completed,38.32
8347,2,3,717,1,2025-11-06,Bill Payment,Completed,30.0
8348,5,11,1157,1,2025-09-09,Bill Payment,Completed,30.0
8349,8,19,788,6,2026-06-28,Bill Payment,Completed,65.0
8350,6,14,2260,4,2025-04-10,Bill Payment,Completed,55.0
8351,2,5,2589,,2025-05-16,Accessory Sale,Completed,77.83
8352,16,44,278,6,2026-05-01,Bill Payment,Completed,65.0
8353,13,33,1209,2,2025-07-20,Bill Payment,Completed,40.0
8354,13,34,2074,6,2025-04-25,Bill Payment,Refunded,-65.0
8355,11,30,1524,4,2025-11-30,Bill Payment,Completed,55.0
8356,1,1,1825,,2025-08-11,Accessory Sale,Completed,101.05
8357,5,,192,6,2025-07-02,Bill Payment,Completed,65.0
8358,5,11,676,3,2025-02-08,Bill Payment,Completed,45.0
8359,11,29,1359,,2025-05-10,Accessory Sale,Voided,0.0
8360,13,,326,3,2025-08-26,Bill Payment,Completed,45.0
8361,1,2,2194,3,2025-08-12,New Activation,Completed,58.17
8362,16,45,148,,2026-01-03,Accessory Sale,Completed,116.13
8363,14,36,1239,6,2025-05-31,Bill Payment,Completed,65.0
8364,14,37,2448,,2025-10-11,Accessory Sale,Completed,118.77
8365,5,11,763,4,2025-05-19,Upgrade,Refunded,-110.1
8366,8,17,691,1,2025-05-25,Upgrade,Completed,71.07
8367,2,4,1552,4,2026-01-13,Bill Payment,Completed,55.0
8368,6,13,1426,2,2025-01-09,Bill Payment,Completed,40.0
8369,15,42,1621,4,2026-04-08,Bill Payment,Completed,55.0
8370,5,12,108,2,2025-07-31,Bill Payment,Completed,40.0
8371,2,4,1894,3,2026-01-13,Bill Payment,Completed,45.0
8372,8,17,724,5,2025-11-28,Bill Payment,Completed,60.0
8373,1,1,1227,6,2025-12-04,Upgrade,Voided,0.0
8374,15,40,2265,4,2025-09-11,Bill Payment,Refunded,-55.0
8375,11,27,2088,,2025-03-08,Accessory Sale,Completed,73.88
8376,1,1,1889,5,2025-08-19,Bill Payment,Completed,60.0
8377,8,18,2049,3,2025-01-28,Bill Payment,Completed,45.0
8378,3,7,2167,3,2025-10-19,Upgrade,Refunded,-79.04
8379,11,27,1279,6,2025-07-26,Bill Payment,Refunded,-65.0
8380,8,19,527,2,2026-06-18,Bill Payment,Completed,40.0
8381,13,33,463,2,2025-02-03,Bill Payment,Completed,40.0
8382,4,10,1140,,2025-08-19,Accessory Sale,Completed,83.32
8383,3,8,19,2,2026-04-04,Bill Payment,Refunded,-40.0
8384,3,7,755,4,2026-06-21,New Activation,Voided,0.0
8385,6,13,1480,,2025-05-23,Accessory Sale,Completed,144.02
8386,16,45,1908,,2025-08-07,Accessory Sale,Completed,11.6
8387,18,50,1467,2,2026-06-10,Upgrade,Completed,96.68
8388,12,31,1379,2,2025-06-04,Bill Payment,Completed,40.0
8389,6,13,416,3,2025-05-25,Upgrade,Completed,104.28
8390,9,20,934,6,2026-01-13,New Activation,Completed,73.33
8391,10,24,325,5,2025-11-16,Bill Payment,Refunded,-60.0
8392,3,8,1304,,2025-05-28,Accessory Sale,Completed,10.36
8393,8,17,1659,3,2026-03-07,Plan Change,Voided,0.0
8394,17,47,1178,4,2025-02-28,Bill Payment,Voided,0.0
8395,7,16,624,6,2025-04-22,Bill Payment,Voided,0.0
8396,8,17,2330,2,2026-04-06,Plan Change,Completed,6.85
8397,18,50,540,2,2025-04-07,Upgrade,Completed,113.4
8398,11,30,2114,3,2025-09-15,Bill Payment,Completed,45.0
8399,14,36,2227,1,2025-10-07,Plan Change,Completed,1.86
8400,2,3,764,6,2026-02-26,New Activation,Completed,79.63
8401,17,47,12,,2026-05-15,Accessory Sale,Voided,0.0
8402,10,26,1335,1,2026-05-10,Bill Payment,Completed,30.0
8403,5,,590,3,2026-01-15,Bill Payment,Completed,45.0
8404,18,50,1636,1,2026-02-16,Bill Payment,Completed,30.0
8405,18,50,788,6,2026-05-27,Bill Payment,Completed,65.0
8406,2,4,2018,,2026-04-18,Accessory Sale,Completed,97.3
8407,1,2,833,5,2026-03-17,Bill Payment,Completed,60.0
8408,1,1,819,,2025-11-30,Accessory Sale,Completed,125.65
8409,9,21,1813,5,2026-06-19,Upgrade,Completed,88.53
8410,8,17,2290,4,2025-06-25,Bill Payment,Refunded,-55.0
8411,2,3,14,3,2025-06-09,Bill Payment,Completed,45.0
8412,1,2,2583,,2025-12-07,Accessory Sale,Voided,0.0
8413,16,46,968,2,2026-04-29,New Activation,Refunded,-50.79
8414,2,3,1019,5,2026-04-16,Plan Change,Completed,7.98
8415,1,1,56,2,2025-11-29,Bill Payment,Completed,40.0
8416,8,,2170,,2025-03-02,Accessory Sale,Voided,0.0
8417,5,11,294,5,2025-05-16,Bill Payment,Completed,60.0
8418,17,48,1758,6,2025-01-29,Bill Payment,Voided,0.0
8419,11,30,1358,4,2026-01-07,Bill Payment,Completed,55.0
8420,5,11,869,1,2025-10-20,New Activation,Completed,39.71
8421,5,11,1338,1,2025-10-23,Bill Payment,Completed,30.0
8422,16,43,1603,,2026-06-01,Accessory Sale,Completed,100.4
8423,18,50,709,6,2025-04-28,Plan Change,Completed,0.52
8424,11,30,1325,6,2025-11-01,Bill Payment,Refunded,-65.0
8425,4,10,497,6,2026-05-06,Bill Payment,Completed,65.0
8426,7,16,714,2,2026-06-28,Bill Payment,Completed,40.0
8427,9,21,1139,2,2025-05-12,New Activation,Voided,0.0
8428,14,36,699,6,2025-12-28,Upgrade,Completed,118.05
8429,18,50,2176,1,2025-08-09,Bill Payment,Completed,30.0
8430,16,45,1362,,2025-07-26,Accessory Sale,Completed,54.88
8431,6,13,2205,4,2025-10-31,Upgrade,Completed,107.15
8432,2,3,834,2,2026-04-16,New Activation,Completed,52.3
8433,7,15,1645,3,2026-04-06,New Activation,Completed,59.44
8434,7,16,2415,2,2025-07-02,Upgrade,Completed,100.09
8435,11,27,1369,3,2025-08-02,Bill Payment,Completed,45.0
8436,16,46,1887,1,2025-11-26,Bill Payment,Completed,30.0
8437,1,1,1660,2,2025-01-07,Bill Payment,Completed,40.0
8438,2,4,1534,,2026-06-30,Accessory Sale,Voided,0.0
8439,15,40,1366,4,2026-01-05,Bill Payment,Completed,55.0
8440,8,18,1053,3,2025-08-02,Bill Payment,Completed,45.0
8441,15,40,1701,6,2025-10-08,New Activation,Completed,73.75
8442,9,20,859,5,2026-06-13,Upgrade,Completed,101.5
8443,4,9,111,6,2025-03-28,New Activation,Refunded,-74.72
8444,14,36,1708,1,2025-10-26,Upgrade,Completed,107.29
8445,17,,229,,2026-03-06,Accessory Sale,Completed,61.59
8446,7,16,2252,3,2026-03-29,Bill Payment,Refunded,-45.0
8447,15,41,1099,1,2025-05-25,New Activation,Completed,39.29
8448,12,31,1289,1,2025-05-17,Bill Payment,Completed,30.0
8449,15,41,789,4,2026-02-09,Bill Payment,Completed,55.0
8450,1,2,1202,2,2025-05-04,New Activation,Completed,54.83
8451,4,9,2453,4,2026-02-22,Bill Payment,Completed,55.0
8452,2,5,1022,3,2025-10-10,Bill Payment,Completed,45.0
8453,16,43,1097,3,2026-06-27,Bill Payment,Completed,45.0
8454,14,36,1128,5,2025-01-25,New Activation,Completed,69.06
8455,1,1,1792,3,2025-01-20,Bill Payment,Refunded,-45.0
8456,11,28,402,,2025-12-25,Accessory Sale,Completed,61.33
8457,12,32,2331,3,2026-04-04,Plan Change,Completed,8.13
8458,5,12,342,5,2026-01-12,Bill Payment,Completed,60.0
8459,18,50,1253,2,2026-01-15,Bill Payment,Refunded,-40.0
8460,5,11,1521,,2026-05-05,Accessory Sale,Voided,0.0
8461,3,,1862,1,2025-05-18,Bill Payment,Completed,30.0
8462,2,3,1900,6,2026-01-16,Bill Payment,Completed,65.0
8463,5,11,728,3,2025-04-16,Bill Payment,Completed,45.0
8464,18,50,8,4,2025-11-28,Bill Payment,Completed,55.0
8465,18,49,157,,2026-06-10,Accessory Sale,Voided,0.0
8466,2,3,2408,5,2026-04-28,Upgrade,Completed,117.58
8467,14,37,1364,5,2026-04-22,New Activation,Completed,66.26
8468,8,17,463,4,2025-08-09,Bill Payment,Completed,55.0
8469,15,41,10,,2026-01-22,Accessory Sale,Completed,28.26
8470,12,31,774,5,2025-01-01,Plan Change,Completed,2.79
8471,6,14,2597,1,2025-07-15,New Activation,Completed,44.38
8472,2,4,931,2,2026-05-18,Bill Payment,Completed,40.0
8473,5,11,695,2,2026-03-21,Bill Payment,Refunded,-40.0
8474,3,8,664,2,2026-04-26,Bill Payment,Refunded,-40.0
8475,16,43,1312,2,2026-04-25,Bill Payment,Completed,40.0
8476,15,41,951,4,2025-01-26,Upgrade,Completed,113.17
8477,13,34,1037,,2026-04-30,Accessory Sale,Voided,0.0
8478,3,7,2572,5,2026-02-28,Bill Payment,Completed,60.0
8479,14,36,174,2,2026-05-13,Bill Payment,Completed,40.0
8480,14,36,223,,2026-02-19,Accessory Sale,Completed,91.46
8481,2,3,1156,6,2025-08-08,Plan Change,Completed,0.59
8482,11,28,1380,1,2025-12-23,Bill Payment,Completed,30.0
8483,14,35,2327,6,2025-06-01,New Activation,Completed,74.34
8484,2,3,559,5,2025-09-18,Bill Payment,Completed,60.0
8485,5,12,1246,3,2025-03-09,Bill Payment,Voided,0.0
8486,16,45,1862,3,2025-07-16,Upgrade,Completed,90.99
8487,5,12,2379,1,2025-04-26,Bill Payment,Refunded,-30.0
8488,12,32,1754,,2026-05-26,Accessory Sale,Completed,102.23
8489,1,1,2200,3,2026-01-01,New Activation,Voided,0.0
8490,11,27,2255,2,2025-01-13,New Activation,Refunded,-46.15
8491,15,39,2144,6,2026-04-02,Bill Payment,Completed,65.0
8492,8,19,2310,,2026-04-24,Accessory Sale,Completed,14.73
8493,4,9,1746,2,2026-05-26,Bill Payment,Completed,40.0
8494,10,24,357,6,2025-01-07,Bill Payment,Completed,65.0
8495,3,6,498,5,2026-02-09,Upgrade,Completed,84.79
8496,16,43,342,1,2026-05-21,Bill Payment,Completed,30.0
8497,3,7,809,,2025-06-30,Accessory Sale,Completed,105.62
8498,3,6,1067,5,2025-12-22,Bill Payment,Completed,60.0
8499,3,8,407,,2025-08-28,Accessory Sale,Completed,31.58
8500,1,2,1296,4,2025-06-10,New Activation,Completed,64.83
8501,6,13,1546,3,2025-06-20,New Activation,Completed,53.24
8502,12,32,1136,2,2025-04-05,Bill Payment,Completed,40.0
8503,14,36,195,,2025-02-18,Accessory Sale,Completed,110.63
8504,16,,2454,,2025-04-06,Accessory Sale,Refunded,-148.03
8505,7,15,1525,1,2026-02-25,Bill Payment,Completed,30.0
8506,1,2,588,5,2026-04-12,Bill Payment,Completed,60.0
8507,1,1,1234,5,2026-01-29,New Activation,Completed,74.07
8508,11,,1068,,2026-05-16,Accessory Sale,Completed,94.14
8509,3,8,2052,2,2025-04-27,Bill Payment,Completed,40.0
8510,2,3,675,6,2025-03-03,Bill Payment,Completed,65.0
8511,10,26,655,6,2025-12-02,Bill Payment,Completed,65.0
8512,1,,2022,6,2026-02-07,Bill Payment,Completed,65.0
8513,16,43,1884,2,2026-06-25,Bill Payment,Completed,40.0
8514,11,30,2194,6,2025-12-28,Bill Payment,Completed,65.0
8515,18,50,1612,5,2025-04-27,Bill Payment,Completed,60.0
8516,15,41,2019,5,2025-07-20,Plan Change,Completed,4.14
8517,7,16,1469,4,2025-01-24,Bill Payment,Completed,55.0
8518,13,33,436,3,2025-06-29,Bill Payment,Refunded,-45.0
8519,9,21,735,,2025-04-09,Accessory Sale,Refunded,-35.68
8520,14,35,2281,3,2025-05-21,Bill Payment,Completed,45.0
8521,11,28,343,2,2025-08-18,Upgrade,Completed,106.93
8522,6,13,1634,3,2025-01-02,Bill Payment,Completed,45.0
8523,9,22,1460,4,2026-05-08,Bill Payment,Completed,55.0
8524,5,12,1020,2,2025-07-01,Bill Payment,Completed,40.0
8525,4,9,1255,1,2025-12-14,Upgrade,Completed,87.0
8526,11,28,2374,4,2026-03-11,Bill Payment,Completed,55.0
8527,10,24,1540,5,2025-09-25,Upgrade,Completed,138.42
8528,2,4,677,6,2026-05-28,Bill Payment,Completed,65.0
8529,13,33,1864,3,2025-07-15,Upgrade,Completed,85.24
8530,8,19,811,3,2026-05-17,Bill Payment,Completed,45.0
8531,6,14,1121,6,2025-11-15,Bill Payment,Completed,65.0
8532,12,31,142,3,2026-03-02,Bill Payment,Completed,45.0
8533,5,12,2267,5,2025-12-22,Bill Payment,Completed,60.0
8534,4,10,691,4,2025-10-10,Bill Payment,Refunded,-55.0
8535,16,46,897,1,2025-09-23,Upgrade,Completed,92.06
8536,11,28,1371,3,2025-08-28,Bill Payment,Completed,45.0
8537,8,18,1849,,2026-06-18,Accessory Sale,Completed,83.03
8538,5,12,1439,4,2025-10-07,Bill Payment,Voided,0.0
8539,8,17,2074,4,2025-07-28,Bill Payment,Completed,55.0
8540,5,11,975,5,2025-08-12,Upgrade,Completed,117.77
8541,10,25,1625,1,2025-12-23,Plan Change,Completed,0.81
8542,7,,2323,3,2025-01-25,Plan Change,Completed,8.83
8543,12,32,136,,2025-09-02,Accessory Sale,Completed,52.78
8544,16,46,631,4,2026-05-15,Bill Payment,Voided,0.0
8545,17,48,678,5,2026-05-20,Bill Payment,Completed,60.0
8546,5,11,2453,3,2025-05-02,New Activation,Completed,55.76
8547,2,3,1115,4,2025-01-23,Bill Payment,Completed,55.0
8548,11,28,288,4,2026-01-13,Bill Payment,Completed,55.0
8549,11,28,64,5,2025-07-22,Upgrade,Completed,122.68
8550,17,,2507,,2025-05-08,Accessory Sale,Completed,37.45
8551,12,31,1687,5,2026-05-30,Bill Payment,Voided,0.0
8552,9,23,2001,3,2025-06-11,New Activation,Refunded,-54.07
8553,8,18,1855,2,2025-06-01,Upgrade,Completed,89.85
8554,8,19,2151,5,2026-05-25,Bill Payment,Refunded,-60.0
8555,8,19,1048,1,2025-12-29,Bill Payment,Completed,30.0
8556,1,2,734,2,2025-09-04,Bill Payment,Refunded,-40.0
8557,17,48,2139,1,2025-08-20,Bill Payment,Completed,30.0
8558,15,41,513,,2026-04-08,Accessory Sale,Refunded,-16.38
8559,7,15,2233,5,2025-03-22,Bill Payment,Completed,60.0
8560,17,48,1081,1,2026-04-06,Bill Payment,Completed,30.0
8561,8,17,288,5,2025-01-11,New Activation,Voided,0.0
8562,6,14,14,4,2025-03-15,Bill Payment,Completed,55.0
8563,16,43,2043,3,2026-02-13,Bill Payment,Completed,45.0
8564,16,46,892,3,2026-02-15,Bill Payment,Completed,45.0
8565,6,13,2140,2,2026-06-25,Bill Payment,Completed,40.0
8566,8,17,1347,1,2025-04-28,New Activation,Completed,35.69
8567,1,2,153,5,2025-12-27,Bill Payment,Refunded,-60.0
8568,5,11,2005,1,2026-05-20,Bill Payment,Completed,30.0
8569,9,23,1141,6,2025-03-16,Bill Payment,Completed,65.0
8570,1,2,1824,3,2025-04-02,Upgrade,Completed,93.95
8571,8,19,1934,2,2026-05-03,Bill Payment,Completed,40.0
8572,14,36,1389,1,2026-02-24,Upgrade,Completed,70.97
8573,13,33,2473,1,2025-03-13,Bill Payment,Completed,30.0
8574,5,12,772,,2025-11-20,Accessory Sale,Completed,147.09
8575,8,19,348,1,2025-03-18,Bill Payment,Completed,30.0
8576,6,13,210,3,2025-04-16,Bill Payment,Completed,45.0
8577,8,18,197,5,2026-01-06,Upgrade,Completed,111.53
8578,11,30,2006,5,2025-05-21,Bill Payment,Completed,60.0
8579,12,31,51,3,2025-02-16,Bill Payment,Completed,45.0
8580,11,30,647,5,2026-01-23,Bill Payment,Completed,60.0
8581,14,,861,2,2025-09-03,Bill Payment,Completed,40.0
8582,13,33,1399,6,2025-12-08,Bill Payment,Completed,65.0
8583,4,10,697,4,2025-11-14,Bill Payment,Completed,55.0
8584,4,10,781,5,2026-02-18,Bill Payment,Completed,60.0
8585,11,29,1401,4,2025-03-16,Bill Payment,Refunded,-55.0
8586,17,48,301,4,2025-10-31,Plan Change,Completed,7.98
8587,12,32,1994,3,2026-06-27,Bill Payment,Completed,45.0
8588,9,20,1427,5,2025-09-08,Bill Payment,Completed,60.0
8589,9,23,561,4,2025-12-23,Bill Payment,Completed,55.0
8590,8,19,2352,2,2025-08-16,Bill Payment,Completed,40.0
8591,7,15,1232,5,2025-01-30,Bill Payment,Voided,0.0
8592,2,5,1710,6,2025-09-23,Bill Payment,Completed,65.0
8593,6,13,1938,6,2025-02-16,Bill Payment,Completed,65.0
8594,3,6,548,1,2025-11-20,Bill Payment,Completed,30.0
8595,10,24,1449,1,2025-06-23,Bill Payment,Completed,30.0
8596,12,31,2275,6,2025-04-12,Upgrade,Completed,96.93
8597,3,8,1703,,2026-01-27,Accessory Sale,Completed,138.26
8598,11,29,844,4,2025-02-25,Bill Payment,Completed,55.0
8599,5,11,1151,5,2025-02-16,New Activation,Completed,66.04
8600,8,18,96,5,2025-08-11,Plan Change,Completed,2.0
8601,5,11,1027,2,2025-05-31,Bill Payment,Completed,40.0
8602,1,1,1608,1,2026-03-03,Bill Payment,Voided,0.0
8603,11,30,391,,2025-06-24,Accessory Sale,Completed,47.88
8604,1,1,2093,6,2025-02-26,Plan Change,Completed,2.8
8605,13,33,1241,1,2025-11-10,Bill Payment,Completed,30.0
8606,14,36,108,1,2025-12-02,Bill Payment,Completed,30.0
8607,17,47,1635,5,2025-06-13,Bill Payment,Refunded,-60.0
8608,17,48,253,,2026-04-01,Accessory Sale,Completed,127.93
8609,12,31,2183,,2025-09-27,Accessory Sale,Completed,63.92
8610,12,31,2030,,2025-04-15,Accessory Sale,Completed,124.72
8611,18,49,396,3,2026-03-05,Bill Payment,Completed,45.0
8612,11,30,2308,5,2025-07-08,Bill Payment,Completed,60.0
8613,8,17,847,,2025-01-09,Accessory Sale,Completed,35.71
8614,8,17,2264,5,2026-03-02,Bill Payment,Completed,60.0
8615,17,47,1684,6,2026-01-11,Plan Change,Completed,0.8
8616,6,13,898,6,2026-05-14,Bill Payment,Completed,65.0
8617,8,17,1069,1,2025-11-08,Bill Payment,Voided,0.0
8618,5,11,2399,2,2025-06-11,Bill Payment,Completed,40.0
8619,14,38,430,6,2025-06-13,New Activation,Completed,70.3
8620,2,5,790,1,2025-05-14,Bill Payment,Completed,30.0
8621,17,48,2043,2,2025-08-16,Bill Payment,Completed,40.0
8622,14,36,2068,4,2025-01-03,Bill Payment,Completed,55.0
8623,18,50,1721,2,2025-05-19,Bill Payment,Completed,40.0
8624,18,49,362,,2025-03-15,Accessory Sale,Completed,120.4
8625,4,9,2501,3,2026-03-09,Bill Payment,Completed,45.0
8626,3,6,1429,5,2026-03-27,Bill Payment,Completed,60.0
8627,5,11,1444,5,2025-02-06,New Activation,Voided,0.0
8628,11,29,327,1,2025-07-09,Bill Payment,Completed,30.0
8629,7,16,259,4,2025-08-07,Upgrade,Completed,99.21
8630,3,6,1766,3,2026-03-29,Bill Payment,Completed,45.0
8631,7,15,1721,3,2025-05-02,Bill Payment,Completed,45.0
8632,13,34,1032,2,2025-08-29,Bill Payment,Voided,0.0
8633,11,30,959,4,2026-02-13,Bill Payment,Completed,55.0
8634,3,8,1008,6,2026-05-07,Bill Payment,Completed,65.0
8635,4,9,1370,4,2026-06-21,Bill Payment,Refunded,-55.0
8636,6,13,1093,2,2026-04-05,New Activation,Completed,46.83
8637,18,50,2260,3,2026-03-08,New Activation,Voided,0.0
8638,13,34,824,6,2025-03-06,Bill Payment,Completed,65.0
8639,4,,2081,6,2025-07-10,New Activation,Voided,0.0
8640,5,12,823,6,2026-02-12,Bill Payment,Voided,0.0
8641,12,32,100,2,2025-12-13,Bill Payment,Voided,0.0
8642,5,12,1768,2,2025-01-21,Bill Payment,Completed,40.0
8643,17,48,409,2,2026-06-19,Bill Payment,Completed,40.0
